TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2014,9,2,10,44,MACDONALD ST / W 3RD AVE,Kitsilano,487759.9376,5457401.0685
Theft from Vehicle,2018,11,15,22,30,MACDONALD ST / W 3RD AVE,Kitsilano,487759.9378,5457401.0689
Theft from Vehicle,2017,2,10,18,30,MACDONALD ST / W 4TH AVE,Kitsilano,487757.8752,5457304.7212
Theft from Vehicle,2005,7,14,23,0,MACDONALD ST / W 4TH AVE,Kitsilano,487757.8754,5457304.7212
Theft from Vehicle,2007,1,4,15,30,MACDONALD ST / W 4TH AVE,Kitsilano,487757.8754,5457304.7212
Theft from Vehicle,2011,10,2,12,0,MACDONALD ST / W 4TH AVE,Kitsilano,487757.8754,5457304.7212
Theft from Vehicle,2012,12,6,21,0,MACDONALD ST / W 4TH AVE,Kitsilano,487757.8754,5457304.7212
Theft from Vehicle,2013,5,7,0,0,MACDONALD ST / W 4TH AVE,Kitsilano,487757.8754,5457304.7212
Theft from Vehicle,2013,5,14,9,0,MACDONALD ST / W 4TH AVE,Kitsilano,487757.8754,5457304.7212
Theft from Vehicle,2015,6,11,13,25,MACDONALD ST / W 4TH AVE,Kitsilano,487757.8754,5457304.7212
Theft from Vehicle,2006,10,21,17,30,MACDONALD ST / W 5TH AVE,Kitsilano,487754.3748,5457202.8186
Theft from Vehicle,2007,9,3,23,0,MACDONALD ST / W 5TH AVE,Kitsilano,487754.3748,5457202.8186
Theft from Vehicle,2013,5,26,20,0,MACDONALD ST / W 5TH AVE,Kitsilano,487754.3748,5457202.8186
Theft from Vehicle,2018,4,15,1,30,MACDONALD ST / W 5TH AVE,Kitsilano,487754.3749,5457202.8183
Theft from Vehicle,2021,8,9,16,0,MACDONALD ST / W 5TH AVE,Kitsilano,487754.3749,5457202.8183
Theft from Vehicle,2018,12,9,1,0,MACDONALD ST / W 6TH AVE,Kitsilano,487751.6896,5457110.8088
Theft from Vehicle,2011,7,8,2,46,MACDONALD ST / W 7TH AVE,Kitsilano,487748.9798,5457017.9868
Theft from Vehicle,2018,3,30,20,0,MACDONALD ST / W 7TH AVE,Kitsilano,487748.9801,5457017.9871
Theft from Vehicle,2018,6,8,13,0,MACDONALD ST / W 7TH AVE,Kitsilano,487748.9801,5457017.9871
Theft from Vehicle,2019,4,21,23,0,MACDONALD ST / W 7TH AVE,Kitsilano,487748.9801,5457017.9871
Theft from Vehicle,2011,8,26,14,45,MACDONALD ST / W 8TH AVE,Kitsilano,487747.9251,5456926.6067
Theft from Vehicle,2013,6,5,22,0,MACDONALD ST / W 8TH AVE,Kitsilano,487747.9251,5456926.6067
Theft from Vehicle,2014,1,7,17,0,MACDONALD ST / W 8TH AVE,Kitsilano,487747.9251,5456926.6067
Theft from Vehicle,2020,2,25,22,15,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.4979,5456826.6141
Theft from Vehicle,2022,11,17,13,0,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.4979,5456826.6141
Theft from Vehicle,2004,4,19,16,0,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.4983,5456826.6138
Theft from Vehicle,2005,12,2,7,0,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.4983,5456826.6138
Theft from Vehicle,2006,9,19,10,15,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.4983,5456826.6138
Theft from Vehicle,2007,5,2,11,0,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.4983,5456826.6138
Theft from Vehicle,2007,5,14,14,44,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.4983,5456826.6138
Theft from Vehicle,2008,11,27,18,30,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.4983,5456826.6138
Theft from Vehicle,2010,1,13,13,30,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.4983,5456826.6138
Theft from Vehicle,2010,4,7,12,0,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.4983,5456826.6138
Theft from Vehicle,2011,3,25,11,0,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.4983,5456826.6138
Theft from Vehicle,2011,4,6,13,30,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.4983,5456826.6138
Theft from Vehicle,2011,11,11,7,0,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.4983,5456826.6138
Theft from Vehicle,2016,1,27,12,15,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.4983,5456826.6138
Theft from Vehicle,2020,1,25,8,0,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.4983,5456826.6138
Theft from Vehicle,2020,3,29,1,33,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.4983,5456826.6138
Theft from Vehicle,2020,12,29,14,0,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.4983,5456826.6138
Theft from Vehicle,2009,6,22,1,0,MACKENZIE ST / W 10TH AVE,Kitsilano,487620.339,5456733.8219
Theft from Vehicle,2010,11,23,17,0,MACKENZIE ST / W 10TH AVE,Kitsilano,487620.339,5456733.8219
Theft from Vehicle,2020,8,21,16,0,MACKENZIE ST / W 11TH AVE,Kitsilano,487616.2561,5456629.8419
Theft from Vehicle,2009,6,22,0,30,MACKENZIE ST / W 12TH AVE,Kitsilano,487612.6887,5456528.6511
Theft from Vehicle,2019,12,16,16,15,MACKENZIE ST / W BROADWAY AVE,Kitsilano,487626.3283,5456828.4035
Theft from Vehicle,2005,5,17,0,0,MACKENZIE ST / W BROADWAY AVE,Kitsilano,487626.3286,5456828.4037
Theft from Vehicle,2007,7,18,22,15,MACKENZIE ST / W BROADWAY AVE,Kitsilano,487626.3286,5456828.4037
Theft from Vehicle,2009,12,19,0,30,MACKENZIE ST / W BROADWAY AVE,Kitsilano,487626.3286,5456828.4037
Theft from Vehicle,2015,11,13,19,30,MACKENZIE ST / W BROADWAY AVE,Kitsilano,487626.3286,5456828.4037
Theft from Vehicle,2009,6,28,22,30,MAPLE ST / MCNICOLL AVE,Kitsilano,489084.1182,5458176.7777
Theft from Vehicle,2019,7,27,21,0,MAPLE ST / MCNICOLL AVE,Kitsilano,489084.1184,5458176.778
Theft from Vehicle,2015,6,20,3,0,MAPLE ST / OGDEN AVE,Kitsilano,489091.4676,5458284.6212
Theft from Vehicle,2019,3,16,16,19,MAPLE ST / OGDEN AVE,Kitsilano,489091.4677,5458284.6213
Theft from Vehicle,2017,6,14,10,0,MAPLE ST / W 10TH AVE,Kitsilano,489044.6389,5456684.3435
Theft from Vehicle,2020,1,30,20,0,MAPLE ST / W 10TH AVE,Kitsilano,489044.6389,5456684.3435
Theft from Vehicle,2020,9,29,22,0,MAPLE ST / W 10TH AVE,Kitsilano,489044.6389,5456684.3435
Theft from Vehicle,2021,2,8,21,0,MAPLE ST / W 10TH AVE,Kitsilano,489044.6391,5456684.343
Theft from Vehicle,2004,12,4,19,0,MAPLE ST / W 11TH AVE,Kitsilano,489042.318,5456581.9928
Theft from Vehicle,2007,10,21,18,0,MAPLE ST / W 11TH AVE,Kitsilano,489042.318,5456581.9928
Theft from Vehicle,2020,1,23,16,0,MAPLE ST / W 11TH AVE,Kitsilano,489042.318,5456581.9928
Theft from Vehicle,2018,7,4,23,0,MAPLE ST / W 11TH AVE,Kitsilano,489042.3197,5456581.9953
Theft from Vehicle,2018,8,28,9,45,MAPLE ST / W 11TH AVE,Kitsilano,489042.3197,5456581.9953
Theft from Vehicle,2010,11,1,9,0,MAPLE ST / W 12TH AVE,Kitsilano,489039.9303,5456482.7554
Theft from Vehicle,2014,11,10,21,23,MAPLE ST / W 12TH AVE,Kitsilano,489039.9303,5456482.7554
Theft from Vehicle,2019,12,31,22,0,MAPLE ST / W 12TH AVE,Kitsilano,489039.9303,5456482.7554
Theft from Vehicle,2018,2,7,18,0,MAPLE ST / W 12TH AVE,Kitsilano,489039.9307,5456482.7553
Theft from Vehicle,2005,12,20,9,0,MAPLE ST / W 13TH AVE,Kitsilano,489036.9747,5456372.4244
Theft from Vehicle,2017,8,11,14,54,MAPLE ST / W 13TH AVE,Kitsilano,489036.9749,5456372.4245
Theft from Vehicle,2012,5,9,20,0,MAPLE ST / W 14TH AVE,Kitsilano,489035.2546,5456272.352
Theft from Vehicle,2010,7,16,2,0,MAPLE ST / W 15TH AVE,Kitsilano,489031.312,5456167.0702
Theft from Vehicle,2013,5,13,17,0,MAPLE ST / W 16TH AVE,Kitsilano,489029.3039,5456065.0084
Theft from Vehicle,2015,11,30,22,30,MAPLE ST / W 16TH AVE,Kitsilano,489029.3039,5456065.0084
Theft from Vehicle,2016,7,3,12,16,MAPLE ST / W 16TH AVE,Kitsilano,489029.3039,5456065.0084
Theft from Vehicle,2004,5,19,2,0,MAPLE ST / W 1ST AVE,Kitsilano,489064.7896,5457564.7312
Theft from Vehicle,2005,7,1,14,0,MAPLE ST / W 1ST AVE,Kitsilano,489064.7896,5457564.7312
Theft from Vehicle,2006,9,6,0,0,MAPLE ST / W 1ST AVE,Kitsilano,489064.7896,5457564.7312
Theft from Vehicle,2007,2,7,16,30,MAPLE ST / W 1ST AVE,Kitsilano,489064.7896,5457564.7312
Theft from Vehicle,2013,12,21,19,0,MAPLE ST / W 1ST AVE,Kitsilano,489064.7896,5457564.7312
Theft from Vehicle,2023,4,20,23,0,MAPLE ST / W 1ST AVE,Kitsilano,489064.7896,5457564.7312
Theft from Vehicle,2008,6,3,22,0,MAPLE ST / W 2ND AVE,Kitsilano,489062.3618,5457466.8946
Theft from Vehicle,2013,5,6,23,0,MAPLE ST / W 2ND AVE,Kitsilano,489062.3618,5457466.8946
Theft from Vehicle,2015,8,1,14,0,MAPLE ST / W 2ND AVE,Kitsilano,489062.3618,5457466.8946
Theft from Vehicle,2019,8,27,1,0,MAPLE ST / W 2ND AVE,Kitsilano,489062.3618,5457466.8946
Theft from Vehicle,2017,2,9,18,0,MAPLE ST / W 3RD AVE,Kitsilano,489062.0592,5457369.6763
Theft from Vehicle,2018,10,24,23,0,MAPLE ST / W 3RD AVE,Kitsilano,489062.0592,5457369.6763
Theft from Vehicle,2022,10,17,21,0,MAPLE ST / W 3RD AVE,Kitsilano,489062.0592,5457369.6763
Theft from Vehicle,2007,4,20,0,0,MAPLE ST / W 3RD AVE,Kitsilano,489062.0594,5457369.6762
Theft from Vehicle,2008,9,3,23,30,MAPLE ST / W 3RD AVE,Kitsilano,489062.0594,5457369.6762
Theft from Vehicle,2010,6,13,13,0,MAPLE ST / W 3RD AVE,Kitsilano,489062.0594,5457369.6762
Theft from Vehicle,2010,2,3,16,15,MAPLE ST / W 4TH AVE,Kitsilano,489059.2979,5457268.7497
Theft from Vehicle,2010,6,11,19,30,MAPLE ST / W 4TH AVE,Kitsilano,489059.2979,5457268.7497
Theft from Vehicle,2012,4,25,16,0,MAPLE ST / W 4TH AVE,Kitsilano,489059.2979,5457268.7497
Theft from Vehicle,2015,4,1,20,30,MAPLE ST / W 4TH AVE,Kitsilano,489059.2979,5457268.7497
Theft from Vehicle,2015,6,21,5,0,MAPLE ST / W 4TH AVE,Kitsilano,489059.2979,5457268.7497
Theft from Vehicle,2021,6,6,16,0,MAPLE ST / W 4TH AVE,Kitsilano,489059.2979,5457268.7497
Theft from Vehicle,2022,10,23,15,30,MAPLE ST / W 4TH AVE,Kitsilano,489059.2981,5457268.7497
Theft from Vehicle,2013,9,1,13,0,MAPLE ST / W 5TH AVE,Kitsilano,489056.9385,5457172.5139
Theft from Vehicle,2015,5,8,17,30,MAPLE ST / W 5TH AVE,Kitsilano,489056.9385,5457172.5139
Theft from Vehicle,2019,2,13,18,0,MAPLE ST / W 5TH AVE,Kitsilano,489056.9385,5457172.5139
Theft from Vehicle,2017,7,15,13,45,MAPLE ST / W 5TH AVE,Kitsilano,489056.9389,5457172.5135
Theft from Vehicle,2007,1,26,17,45,MAPLE ST / W 6TH AVE,Kitsilano,489055.2975,5457079.0558
Theft from Vehicle,2013,5,28,0,0,MAPLE ST / W 6TH AVE,Kitsilano,489055.2975,5457079.0558
Theft from Vehicle,2014,1,4,22,0,MAPLE ST / W 6TH AVE,Kitsilano,489055.2975,5457079.0558
Theft from Vehicle,2015,7,27,23,30,MAPLE ST / W 6TH AVE,Kitsilano,489055.2975,5457079.0558
Theft from Vehicle,2016,10,23,16,0,MAPLE ST / W 6TH AVE,Kitsilano,489055.2976,5457079.0558
Theft from Vehicle,2018,9,3,22,30,MAPLE ST / W 6TH AVE,Kitsilano,489055.2976,5457079.0558
Theft from Vehicle,2019,4,20,21,0,MAPLE ST / W 6TH AVE,Kitsilano,489055.2976,5457079.0558
Theft from Vehicle,2019,5,7,20,30,MAPLE ST / W 6TH AVE,Kitsilano,489055.2976,5457079.0558
Theft from Vehicle,2012,7,10,13,0,MAPLE ST / W 7TH AVE,Kitsilano,489052.3313,5456985.0446
Theft from Vehicle,2019,3,23,18,30,MAPLE ST / W 7TH AVE,Kitsilano,489052.3315,5456985.0443
Theft from Vehicle,2004,5,9,17,30,MAPLE ST / W 8TH AVE,Kitsilano,489050.7668,5456893.4763
Theft from Vehicle,2009,6,29,8,30,MAPLE ST / W 8TH AVE,Kitsilano,489050.7668,5456893.4763
Theft from Vehicle,2021,9,15,19,0,MAPLE ST / W 8TH AVE,Kitsilano,489050.7668,5456893.4763
Theft from Vehicle,2006,5,31,16,0,MAPLE ST / W BROADWAY AVE,Kitsilano,489047.1283,5456790.784
Theft from Vehicle,2008,10,22,12,0,MAPLE ST / W BROADWAY AVE,Kitsilano,489047.1283,5456790.784
Theft from Vehicle,2009,8,19,12,32,MAPLE ST / W BROADWAY AVE,Kitsilano,489047.1283,5456790.784
Theft from Vehicle,2011,4,14,13,30,MAPLE ST / W BROADWAY AVE,Kitsilano,489047.1283,5456790.784
Theft from Vehicle,2011,5,24,15,0,MAPLE ST / W BROADWAY AVE,Kitsilano,489047.1283,5456790.784
Theft from Vehicle,2021,10,22,19,19,MAPLE ST / W BROADWAY AVE,Kitsilano,489047.1283,5456790.784
Theft from Vehicle,2017,9,6,20,0,MAPLE ST / W BROADWAY AVE,Kitsilano,489047.1288,5456790.7841
Theft from Vehicle,2010,2,26,18,0,MAPLE ST / WHYTE AVE,Kitsilano,489081.8004,5458079.1409
Theft from Vehicle,2018,10,3,12,30,MAPLE ST / WHYTE AVE,Kitsilano,489081.8009,5458079.1412
Theft from Vehicle,2019,10,31,23,31,MAPLE ST / WHYTE AVE,Kitsilano,489081.8009,5458079.1412
Theft from Vehicle,2017,6,21,21,38,MAPLE ST / YORK AVE,Kitsilano,489067.1636,5457661.2672
Theft from Vehicle,2018,2,1,17,0,MAPLE ST / YORK AVE,Kitsilano,489067.1636,5457661.2672
Theft from Vehicle,2004,2,2,18,0,MAPLE ST / YORK AVE,Kitsilano,489067.1639,5457661.2673
Theft from Vehicle,2008,5,15,9,3,MAPLE ST / YORK AVE,Kitsilano,489067.1639,5457661.2673
Theft from Vehicle,2020,3,23,17,30,MAPLE ST / YORK AVE,Kitsilano,489067.1639,5457661.2673
Theft from Vehicle,2018,10,23,12,45,POINT GREY RD / TRAFALGAR ST,Kitsilano,488043.3704,5457786.2301
Theft from Vehicle,2003,10,9,14,0,POINT GREY RD / TRAFALGAR ST,Kitsilano,488043.3709,5457786.2305
Theft from Vehicle,2005,9,22,0,0,POINT GREY RD / TRUTCH ST,Kitsilano,487224.2834,5457633.8335
Theft from Vehicle,2011,10,27,17,0,POINT GREY RD / W 1ST AVE,Kitsilano,487693.233,5457601.6697
Theft from Vehicle,2017,10,5,23,0,POINT GREY RD / WATERLOO ST,Kitsilano,486936.1711,5457682.87
Theft from Vehicle,2007,1,7,9,0,STEPHENS ST / W 10TH AVE,Kitsilano,487901.4798,5456728.127
Theft from Vehicle,2012,10,28,19,0,STEPHENS ST / W 10TH AVE,Kitsilano,487901.4798,5456728.127
Theft from Vehicle,2022,8,22,17,0,STEPHENS ST / W 10TH AVE,Kitsilano,487901.4798,5456728.127
Theft from Vehicle,2009,6,2,22,0,STEPHENS ST / W 12TH AVE,Kitsilano,487894.8759,5456524.1207
Theft from Vehicle,2018,10,6,22,0,STEPHENS ST / W 12TH AVE,Kitsilano,487894.8759,5456524.1207
Theft from Vehicle,2019,7,6,13,0,STEPHENS ST / W 12TH AVE,Kitsilano,487894.8759,5456524.1207
Theft from Vehicle,2020,10,8,16,0,STEPHENS ST / W 12TH AVE,Kitsilano,487894.8759,5456524.1207
Theft from Vehicle,2022,8,25,22,30,STEPHENS ST / W 1ST AVE,Kitsilano,487903.4244,5457598.9801
Theft from Vehicle,2019,5,11,22,0,STEPHENS ST / W 2ND AVE,Kitsilano,487902.2249,5457496.9831
Theft from Vehicle,2012,11,19,17,0,STEPHENS ST / W 2ND AVE,Kitsilano,487902.225,5457496.9832
Theft from Vehicle,2016,2,3,12,0,STEPHENS ST / W 2ND AVE,Kitsilano,487902.225,5457496.9832
Theft from Vehicle,2018,7,13,2,30,STEPHENS ST / W 3RD AVE,Kitsilano,487899.9403,5457397.7458
Theft from Vehicle,2021,2,15,3,30,STEPHENS ST / W 3RD AVE,Kitsilano,487899.9403,5457397.7458
Theft from Vehicle,2009,10,27,20,0,STEPHENS ST / W 3RD AVE,Kitsilano,487899.9406,5457397.746
Theft from Vehicle,2013,4,27,1,0,STEPHENS ST / W 3RD AVE,Kitsilano,487899.9406,5457397.746
Theft from Vehicle,2015,5,11,18,0,STEPHENS ST / W 3RD AVE,Kitsilano,487899.9406,5457397.746
Theft from Vehicle,2010,2,24,8,30,STEPHENS ST / W 4TH AVE,Kitsilano,487898.4701,5457301.364
Theft from Vehicle,2005,10,3,20,0,STEPHENS ST / W 5TH AVE,Kitsilano,487895.4106,5457200.3609
Theft from Vehicle,2018,4,10,1,0,STEPHENS ST / W 5TH AVE,Kitsilano,487895.4111,5457200.3608
Theft from Vehicle,2005,9,28,0,0,STEPHENS ST / W 6TH AVE,Kitsilano,487893.4816,5457107.3039
Theft from Vehicle,2009,7,31,15,0,STEPHENS ST / W 6TH AVE,Kitsilano,487893.4816,5457107.3039
Theft from Vehicle,2011,6,30,20,0,STEPHENS ST / W 6TH AVE,Kitsilano,487893.4816,5457107.3039
Theft from Vehicle,2015,6,20,21,0,STEPHENS ST / W 6TH AVE,Kitsilano,487893.4816,5457107.3039
Theft from Vehicle,2023,8,31,3,0,STEPHENS ST / W 6TH AVE,Kitsilano,487893.4816,5457107.3039
Theft from Vehicle,2016,9,25,20,30,STEPHENS ST / W 7TH AVE,Kitsilano,487891.3556,5457014.159
Theft from Vehicle,2018,6,7,20,30,STEPHENS ST / W 7TH AVE,Kitsilano,487891.3556,5457014.159
Theft from Vehicle,2011,4,22,17,0,STEPHENS ST / W 7TH AVE,Kitsilano,487891.3559,5457014.1585
Theft from Vehicle,2016,2,5,0,0,STEPHENS ST / W 7TH AVE,Kitsilano,487891.3559,5457014.1585
Theft from Vehicle,2013,3,10,0,0,STEPHENS ST / W 8TH AVE,Kitsilano,487889.4881,5456922.5134
Theft from Vehicle,2009,9,25,7,0,STEPHENS ST / W BROADWAY AVE,Kitsilano,487887.29,5456822.9648
Theft from Vehicle,2010,4,14,14,0,STEPHENS ST / YORK AVE,Kitsilano,487906.8776,5457697.3698
Theft from Vehicle,2011,11,22,9,0,STEPHENS ST / YORK AVE,Kitsilano,487906.8776,5457697.3698
Theft from Vehicle,2015,9,20,9,30,STEPHENS ST / YORK AVE,Kitsilano,487906.8776,5457697.3698
Theft from Vehicle,2003,5,11,18,0,TRAFALGAR ST / W 10TH AVE,Kitsilano,488017.3358,5456714.0105
Theft from Vehicle,2016,4,14,20,30,TRAFALGAR ST / W 10TH AVE,Kitsilano,488017.3358,5456714.0105
Theft from Vehicle,2019,5,19,12,0,TRAFALGAR ST / W 10TH AVE,Kitsilano,488017.3358,5456714.0105
Theft from Vehicle,2020,10,12,22,0,TRAFALGAR ST / W 10TH AVE,Kitsilano,488017.3358,5456714.0105
Theft from Vehicle,2020,12,24,20,0,TRAFALGAR ST / W 10TH AVE,Kitsilano,488017.3358,5456714.0105
Theft from Vehicle,2018,5,27,18,0,TRAFALGAR ST / W 12TH AVE,Kitsilano,488010.7971,5456504.49
Theft from Vehicle,2022,5,26,20,30,TRAFALGAR ST / W 12TH AVE,Kitsilano,488010.7971,5456504.49
Theft from Vehicle,2020,6,26,12,0,TRAFALGAR ST / W 14TH AVE,Kitsilano,488005.8769,5456300.1134
Theft from Vehicle,2012,2,14,12,0,TRAFALGAR ST / W 15TH AVE,Kitsilano,488002.2115,5456194.3201
Theft from Vehicle,2018,9,4,13,45,TRAFALGAR ST / W 16TH AVE,Kitsilano,487999.2,5456111.1265
Theft from Vehicle,2017,5,18,19,30,TRAFALGAR ST / W 1ST AVE,Kitsilano,488036.3215,5457595.3546
Theft from Vehicle,2018,3,27,17,0,TRAFALGAR ST / W 1ST AVE,Kitsilano,488036.3215,5457595.3546
Theft from Vehicle,2009,11,26,17,0,TRAFALGAR ST / W 1ST AVE,Kitsilano,488036.3216,5457595.3541
Theft from Vehicle,2014,7,9,20,40,TRAFALGAR ST / W 1ST AVE,Kitsilano,488036.3216,5457595.3541
Theft from Vehicle,2016,7,16,10,0,TRAFALGAR ST / W 1ST AVE,Kitsilano,488036.3216,5457595.3541
Theft from Vehicle,2008,5,21,16,0,TRAFALGAR ST / W 2ND AVE,Kitsilano,488034.7253,5457493.5806
Theft from Vehicle,2009,2,10,19,30,TRAFALGAR ST / W 2ND AVE,Kitsilano,488034.7253,5457493.5806
Theft from Vehicle,2009,8,7,23,30,TRAFALGAR ST / W 2ND AVE,Kitsilano,488034.7253,5457493.5806
Theft from Vehicle,2013,11,11,8,0,TRAFALGAR ST / W 2ND AVE,Kitsilano,488034.7253,5457493.5806
Theft from Vehicle,2018,4,7,18,0,TRAFALGAR ST / W 2ND AVE,Kitsilano,488034.7254,5457493.5808
Theft from Vehicle,2019,9,4,21,0,TRAFALGAR ST / W 2ND AVE,Kitsilano,488034.7254,5457493.5808
Theft from Vehicle,2017,7,11,22,0,TRAFALGAR ST / W 3RD AVE,Kitsilano,488031.8473,5457394.5669
Theft from Vehicle,2018,4,30,14,55,TRAFALGAR ST / W 3RD AVE,Kitsilano,488031.8473,5457394.5669
Theft from Vehicle,2018,6,3,22,0,TRAFALGAR ST / W 3RD AVE,Kitsilano,488031.8473,5457394.5669
Theft from Vehicle,2021,12,22,16,0,TRAFALGAR ST / W 3RD AVE,Kitsilano,488031.8473,5457394.5669
Theft from Vehicle,2023,1,9,21,30,TRAFALGAR ST / W 3RD AVE,Kitsilano,488031.8473,5457394.5669
Theft from Vehicle,2007,12,22,9,45,TRAFALGAR ST / W 3RD AVE,Kitsilano,488031.8473,5457394.5669
Theft from Vehicle,2010,8,16,4,33,TRAFALGAR ST / W 3RD AVE,Kitsilano,488031.8473,5457394.5669
Theft from Vehicle,2003,9,20,7,6,TRAFALGAR ST / W 4TH AVE,Kitsilano,488029.9713,5457298.008
Theft from Vehicle,2006,11,16,19,0,TRAFALGAR ST / W 4TH AVE,Kitsilano,488029.9713,5457298.008
Theft from Vehicle,2007,8,5,20,32,TRAFALGAR ST / W 4TH AVE,Kitsilano,488029.9713,5457298.008
Theft from Vehicle,2011,10,22,22,0,TRAFALGAR ST / W 4TH AVE,Kitsilano,488029.9713,5457298.008
Theft from Vehicle,2012,8,14,6,20,TRAFALGAR ST / W 4TH AVE,Kitsilano,488029.9713,5457298.008
Theft from Vehicle,2015,6,11,14,0,TRAFALGAR ST / W 4TH AVE,Kitsilano,488029.9713,5457298.008
Theft from Vehicle,2016,3,13,17,30,TRAFALGAR ST / W 4TH AVE,Kitsilano,488029.9713,5457298.008
Theft from Vehicle,2004,12,19,22,0,TRAFALGAR ST / W 5TH AVE,Kitsilano,488028.7801,5457198.6126
Theft from Vehicle,2014,9,14,17,0,TRAFALGAR ST / W 5TH AVE,Kitsilano,488028.7801,5457198.6126
Theft from Vehicle,2015,10,18,3,0,TRAFALGAR ST / W 5TH AVE,Kitsilano,488028.7801,5457198.6126
Theft from Vehicle,2017,10,6,19,0,TRAFALGAR ST / W 5TH AVE,Kitsilano,488028.7805,5457198.613
Theft from Vehicle,2020,3,2,23,0,TRAFALGAR ST / W 6TH AVE,Kitsilano,488026.4934,5457104.1783
Theft from Vehicle,2012,9,16,17,0,TRAFALGAR ST / W 7TH AVE,Kitsilano,488023.6549,5457013.1686
Theft from Vehicle,2016,8,22,17,30,TRAFALGAR ST / W 7TH AVE,Kitsilano,488023.6549,5457013.1686
Theft from Vehicle,2017,10,6,20,30,TRAFALGAR ST / W 7TH AVE,Kitsilano,488023.6551,5457013.1686
Theft from Vehicle,2016,2,9,19,0,TRAFALGAR ST / W 8TH AVE,Kitsilano,488021.7913,5456919.111
Theft from Vehicle,2016,8,16,11,30,TRAFALGAR ST / W 8TH AVE,Kitsilano,488021.7913,5456919.111
Theft from Vehicle,2023,7,21,0,0,TRAFALGAR ST / W 8TH AVE,Kitsilano,488021.7918,5456919.1113
Theft from Vehicle,2017,7,13,18,0,TRAFALGAR ST / W BROADWAY AVE,Kitsilano,488021.6734,5456821.6813
Theft from Vehicle,2004,7,15,12,0,TRAFALGAR ST / W BROADWAY AVE,Kitsilano,488021.6737,5456821.6811
Theft from Vehicle,2005,12,1,13,41,TRAFALGAR ST / W BROADWAY AVE,Kitsilano,488021.6737,5456821.6811
Theft from Vehicle,2006,12,20,13,0,TRAFALGAR ST / W BROADWAY AVE,Kitsilano,488021.6737,5456821.6811
Theft from Vehicle,2007,5,20,16,18,TRAFALGAR ST / W BROADWAY AVE,Kitsilano,488021.6737,5456821.6811
Theft from Vehicle,2010,4,29,19,50,TRAFALGAR ST / W BROADWAY AVE,Kitsilano,488021.6737,5456821.6811
Theft from Vehicle,2013,9,5,17,30,TRAFALGAR ST / W BROADWAY AVE,Kitsilano,488021.6737,5456821.6811
Theft from Vehicle,2018,2,1,6,0,TRAFALGAR ST / YORK AVE,Kitsilano,488040.1346,5457692.9317
Theft from Vehicle,2018,9,21,22,0,TRAFALGAR ST / YORK AVE,Kitsilano,488040.1346,5457692.9317
Theft from Vehicle,2018,10,28,18,0,TRAFALGAR ST / YORK AVE,Kitsilano,488040.1346,5457692.9317
Theft from Vehicle,2021,5,27,19,30,TRAFALGAR ST / YORK AVE,Kitsilano,488040.1346,5457692.9317
Theft from Vehicle,2007,2,28,20,0,TRAFALGAR ST / YORK AVE,Kitsilano,488040.1346,5457692.9317
Theft from Vehicle,2007,7,8,0,0,TRAFALGAR ST / YORK AVE,Kitsilano,488040.1346,5457692.9317
Theft from Vehicle,2013,8,15,22,0,TRUTCH ST / W 10TH AVE,Kitsilano,487199.9763,5456744.6002
Theft from Vehicle,2019,1,20,17,30,TRUTCH ST / W 12TH AVE,Kitsilano,487194.4029,5456541.348
Theft from Vehicle,2021,11,21,2,0,TRUTCH ST / W 12TH AVE,Kitsilano,487194.4029,5456541.348
Theft from Vehicle,2014,4,14,18,0,TRUTCH ST / W 12TH AVE,Kitsilano,487194.403,5456541.3484
Theft from Vehicle,2006,8,12,17,0,TRUTCH ST / W 14TH AVE,Kitsilano,487188.7251,5456340.198
Theft from Vehicle,2006,8,20,2,0,TRUTCH ST / W 14TH AVE,Kitsilano,487188.7251,5456340.198
Theft from Vehicle,2017,3,24,17,45,TRUTCH ST / W 14TH AVE,Kitsilano,487188.7252,5456340.1981
Theft from Vehicle,2020,4,16,0,0,TRUTCH ST / W 1ST AVE,Kitsilano,487223.6561,5457614.2243
Theft from Vehicle,2021,9,18,14,5,TRUTCH ST / W 3RD AVE,Kitsilano,487217.5781,5457415.6095
Theft from Vehicle,2021,9,24,5,0,TRUTCH ST / W 3RD AVE,Kitsilano,487217.5781,5457415.6095
